Date,Adj Close,Close,High,Low,Open,Volume,return,volatility_20,log_return,hl_range,co_diff,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,rsi_14,macd,macd_signal,bb_width,atr,vol_change,obv,target
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,,,,,,
2015-03-16,27.80970001220703,31.237499237060547,31.237499237060547,30.717500686645508,30.969999313354492,143497200,0.011004131812039075,0.013711651622896245,0.010944026886599484,0.016646612664758597,0.00863738875159441,31.444749641418458,31.359729841086864,31.927749729156496,31.352803874811425,29.914599952697753,30.340788833060042,32.710716454580606,0.22970193927182692,0.5111919423084925,0.08672657026512727,0.7164283479963031,-0.3078107483893624,3627169200.0,1
2015-03-17,28.274860382080078,31.760000228881836,31.829999923706055,31.412500381469727,31.475000381469727,204092400,0.016726722835782804,0.014193448185634928,0.016588371848303418,0.013145451487014265,0.00905480044346234,31.38674964904785,31.432506275231404,31.9178747177124,31.391584479960986,30.003149948120118,30.3964441819158,45.533452324435224,0.24097484734613062,0.4571485233160202,0.08687387212300934,0.6869640350341797,0.42227444159189176,3831261600.0,1
2015-03-18,28.593135833740234,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600,0.01125629955030183,0.014339441844839408,0.01119341883993941,0.021717139324489484,0.011574812761441929,31.38499984741211,31.5570506443122,31.914749717712404,31.460719320457635,30.114249954223634,30.463936578906388,44.971638617437684,0.2755792703298354,0.4208346727187833,0.08674402669298197,0.6607141494750977,0.2792421471843145,4092345200.0,1
2015-03-19,28.377246856689453,31.875,32.3125,31.850000381469727,32.1875,183238000,-0.007550410301909505,0.014432967477182307,-0.007579058946890949,0.01450979195389093,-0.009708737864077669,31.412249755859374,31.614859618073616,31.902874755859376,31.500174623271192,30.22044994354248,30.519272399341432,47.39128523827768,0.28020573954430006,0.39270888608388665,0.08658376244398139,0.6521426609584263,-0.29816350012026804,3909107200.0,1
2015-03-20,28.021133422851562,31.475000381469727,32.099998474121094,31.290000915527344,32.0625,274780400,-0.012549007640165422,0.014538166170257544,-0.012628411428410494,0.025734632208952085,-0.0183235748469481,31.39474983215332,31.589430665963818,31.85787477493286,31.497777076432957,30.311199951171876,30.556751928052346,41.76563149281273,0.24872843685755797,0.36391279623862094,0.08632087511696128,0.6746425628662109,0.4995819644396904,3634326800.0,1
2015-03-23,28.312702178955078,31.802499771118164,31.962499618530273,31.6299991607666,31.780000686645508,150838800,0.010405063881786303,0.013251229444878833,0.010351303801073108,0.010455167365982856,0.000707963624497678,31.396499824523925,31.628170503264606,31.78549976348877,31.526798285450596,30.387799949645995,30.605604784643162,44.73296927046751,0.24735752780875941,0.34060174255264863,0.07606021941126442,0.6839280809674945,-0.45105691672331794,3785165600.0,1
2015-03-24,28.196962356567383,31.672500610351562,32.0099983215332,31.639999389648438,31.8075008392334,131369200,-0.0040877025926326915,0.013224877862827158,-0.004096080086471576,0.011682024619295087,-0.00424428909282046,31.45099983215332,31.63623052273496,31.716999816894532,31.540674697345928,30.461199951171874,30.64744383663173,45.400317771532286,0.23309426113890552,0.3191002462699,0.0664802965640512,0.6882138933454242,-0.12907554289745082,3653796400.0,1
2015-03-25,27.460269927978516,30.844999313354492,31.704999923706055,30.844999313354492,31.635000228881836,206620800,-0.026126806568806837,0.01327722397950897,-0.02647417536434032,0.027881362603215266,-0.024972369521467423,31.47949981689453,31.492370302847597,31.649374866485594,31.474419898870554,30.531849937438963,30.655191110228703,42.88396834571871,0.1532514927779829,0.2859304955715166,0.06933105846383773,0.6962496893746513,0.5728252893372268,3447175600.0,1
2015-03-26,27.651681900024414,31.059999465942383,31.219999313354492,30.649999618530273,30.690000534057617,190291600,0.006970340650803708,0.013003596450335653,0.00694616012571432,0.018351568081938618,0.012056009300950212,31.474249839782715,31.413757423410285,31.572124862670897,31.43495128621073,30.601949920654295,30.67106594770767,44.62659406005263,0.10610117084662818,0.24996463062653895,0.0652033582214479,0.6814283643450055,-0.07902979758088247,3637467200.0,1
2015-03-27,27.431333541870117,30.8125,31.174999237060547,30.727500915527344,31.142499923706055,158184800,-0.00796843110746892,0.012734170696100097,-0.008000348723246396,0.014523272098440669,-0.010596449370297812,31.46574993133545,31.30443789188114,31.50699977874756,31.375670211333517,30.66919990539551,30.676612381130898,41.320841691280904,0.048207358137524636,0.2096131761287361,0.06660782891027293,0.6328566414969308,-0.16872421063252396,3479282400.0,1
2015-03-30,28.12574577331543,31.592500686645508,31.600000381469727,31.0,31.012500762939453,188398800,0.025314423907359274,0.014064183992294439,0.02499932058223636,0.018991860993243667,0.018702133315194176,31.501250076293946,31.35681294547466,31.472999858856202,31.3963207327918,30.766949920654298,30.71252956958245,54.06113508020856,0.06452186326151121,0.18059491355529111,0.06272623820055125,0.628035272870745,0.1910044454334423,3667681200.0,1
2015-03-31,27.693958282470703,31.107500076293945,31.622499465942383,31.09000015258789,31.522499084472656,168362400,-0.015351763862003431,0.014401144363302639,-0.01547082226490597,0.017118036230763953,-0.013165168379150848,31.436000061035156,31.311483332896348,31.411374855041505,31.36881400360153,30.859149932861328,30.728018609061333,54.85157671848929,0.0378790836780567,0.15205174757984424,0.05794545566496077,0.6185710089547294,-0.10635099586621566,3499318800.0,1
2015-04-01,27.653898239135742,31.0625,31.280000686645508,30.774999618530273,31.204999923706055,162485600,-0.0014465989289906833,0.01436224319452407,-0.0014476462633917658,0.0162575796576333,-0.004566573435489716,31.330500030517577,31.2662136360061,31.357749938964844,31.339641241353764,30.936799926757814,30.741135526353048,49.51315271411698,0.012983690924802005,0.1242381362488358,0.054550104302372136,0.5962495803833008,-0.03490565589466532,3336833200.0,1
2015-04-02,27.892045974731445,31.329999923706055,31.389999389648438,31.047500610351562,31.25749969482422,128880400,0.008611667563977576,0.014081609506731499,0.008574798672080624,0.010931975107913135,0.002319450678706746,31.276000022888184,31.277811142860635,31.34412488937378,31.338723020625412,31.015649909973146,30.764228247817872,54.168681255044135,0.014669816545673342,0.10232447230820332,0.054078031863950396,0.5703566414969308,-0.2068195581639235,3465713600.0,1
2015-04-06,28.343854904174805,31.837499618530273,31.877500534057617,31.082500457763672,31.11750030517578,148776000,0.016198522057454978,0.014558105203464022,0.016068725794873163,0.02497055628800806,0.023138083274469656,31.31224994659424,31.379572683891475,31.35349988937378,31.386225553759207,31.090399894714356,30.806317321179144,55.60224294165438,0.056307983880813595,0.09312117462272539,0.05522276147232458,0.5899996076311383,0.15437258109068552,3614489600.0,1
2015-04-07,28.045618057250977,31.502500534057617,32.029998779296875,31.4950008392334,31.90999984741211,140049200,-0.010522154330162237,0.014725801099011344,-0.01057790360922581,0.01698271346698608,-0.012770269987561289,31.282250022888185,31.401923202103497,31.339374923706053,31.397299361406674,31.15554988861084,30.833618623644966,47.50846910851606,0.06156521954008909,0.08680998360619814,0.05392842486839177,0.5858922685895648,-0.05865731031886867,3474440400.0,1
2015-04-08,27.954364776611328,31.399999618530273,31.600000381469727,31.24250030517578,31.462499618530273,149316800,-0.003253739029907443,0.013954041266937093,-0.0032590439490854167,0.011385352886532253,-0.0019864918794687807,31.254999923706055,31.401573459635635,31.352999877929687,31.397556528751778,31.21804988861084,30.855829643052235,42.69719459613716,0.05680582721351968,0.08080915232766245,0.05354679939320912,0.5616065434047154,0.06617388746240604,3325123600.0,1
2015-04-09,28.168025970458984,31.639999389648438,31.645000457763672,31.165000915527344,31.462499618530273,129936000,0.007643304905536663,0.01330770102854778,0.00761424284345816,0.015170655862697903,0.0056416296629408025,31.33449993133545,31.44492362872887,31.40699987411499,31.42064632502765,31.305149879455566,30.886581397820716,47.60691835382212,0.07157487961423215,0.07896229778497639,0.04838471034472012,0.5628565379551479,-0.12979651318538843,3455059600.0,1
2015-04-10,28.28822135925293,31.774999618530273,31.802499771118164,31.315000534057617,31.487499237060547,160752000,0.004266758264414028,0.01276703941110626,0.00425768146122777,0.015342226370201157,0.009130619720074206,31.40599994659424,31.5049374450564,31.440124893188475,31.454394257742187,31.3640998840332,30.921421328044623,53.22927026367809,0.09309965539892673,0.08178976930776646,0.04856888603856637,0.539820943559919,0.23716291097155517,3615811600.0,1
2015-04-13,28.232572555541992,31.712499618530273,32.14250183105469,31.65250015258789,32.092498779296875,145460400,-0.001966955177036489,0.012650472663866834,-0.0019688921737780114,0.015451373570706445,-0.011840747066156844,31.495999908447267,31.542676022051644,31.480874919891356,31.478975720674384,31.403849868774415,30.952444006102883,48.97260124839856,0.10391707625133861,0.08621523069648089,0.04623267212881381,0.5399996893746513,-0.09512541057031954,3470351200.0,1
2015-04-14,28.11016082763672,31.575000762939453,31.822500228881836,31.477500915527344,31.75,102098400,-0.004335793685291134,0.012500305335306088,-0.004345220497073983,0.010926343785221011,-0.0055117869940329725,31.49424991607666,31.54855324766761,31.497749996185302,31.488120962794866,31.449549865722656,30.976857996567063,48.88889082099226,0.10023945366690867,0.08902007529056646,0.045690043146968146,0.5382140023367745,-0.298101751404506,3368252800.0,1
2015-04-15,28.216999053955078,31.69499969482422,31.782499313354492,31.502500534057617,31.602500915527344,115881600,0.003800441139675703,0.011945081285881898,0.003793237708290548,0.008834162549072329,0.0029269449131295593,31.552999877929686,31.575179874423355,31.494499969482423,31.507823699178612,31.49029987335205,31.005020416106557,61.54892325458088,0.10578835984180301,0.09237373220081378,0.045414474341720266,0.4967853001185826,0.13499917726428623,3484134400.0,1
2015-04-16,28.081226348876953,31.542499542236328,31.774999618530273,31.52750015258789,31.56999969482422,113476000,-0.004811489321856488,0.011683184201916027,-0.00482310180045517,0.00784653941616053,-0.0008710849811125963,31.60099983215332,31.569237995843896,31.46574993133545,31.511126160422204,31.527899856567384,31.026098028895962,56.6689742915126,0.09676497376279514,0.09325198051321006,0.04152141856299366,0.47374956948416574,-0.020759119653163238,3370658400.0,1
2015-04-17,27.765180587768555,31.1875,31.53499984741211,31.114999771118164,31.387500762939453,207828000,-0.011254642066681253,0.011823711367981502,-0.011318454795422116,0.013466936314034318,-0.006371987513437274,31.586749839782716,31.499831087508642,31.431374931335448,31.480304621334376,31.553849868774414,31.032427517958865,55.03355910888635,0.06027358273887273,0.08665630095834259,0.04038425589171585,0.4723211015973772,0.8314709718354543,3162830400.0,1
